/data/ntu/NTU_224x224/rgb/S031C003P097R001A095_rgb.avi,/data/ntu/NTU_224x224/skeletons/S031C003P097R001A095.skeleton.npy,19
/data/ntu/NTU_224x224/rgb/S009C003P016R002A006_rgb.avi,/data/ntu/NTU_224x224/skeletons/S009C003P016R002A006.skeleton.npy,0
/data/ntu/NTU_224x224/rgb/S013C003P016R001A046_rgb.avi,/data/ntu/NTU_224x224/skeletons/S013C003P016R001A046.skeleton.npy,10
/data/ntu/NTU_224x224/rgb/S012C003P017R001A006_rgb.avi,/data/ntu/NTU_224x224/skeletons/S012C003P017R001A006.skeleton.npy,0
/data/ntu/NTU_224x224/rgb/S029C003P074R001A114_rgb.avi,/data/ntu/NTU_224x224/skeletons/S029C003P074R001A114.skeleton.npy,21
/data/ntu/NTU_224x224/rgb/S031C003P085R002A085_rgb.avi,/data/ntu/NTU_224x224/skeletons/S031C003P085R002A085.skeleton.npy,16
/data/ntu/NTU_224x224/rgb/S015C002P025R002A017_rgb.avi,/data/ntu/NTU_224x224/skeletons/S015C002P025R002A017.skeleton.npy,3
/data/ntu/NTU_224x224/rgb/S002C001P014R002A060_rgb.avi,/data/ntu/NTU_224x224/skeletons/S002C001P014R002A060.skeleton.npy,12
/data/ntu/NTU_224x224/rgb/S008C001P008R001A050_rgb.avi,/data/ntu/NTU_224x224/skeletons/S008C001P008R001A050.skeleton.npy,11
/data/ntu/NTU_224x224/rgb/S015C001P015R002A006_rgb.avi,/data/ntu/NTU_224x224/skeletons/S015C001P015R002A006.skeleton.npy,0
/data/ntu/NTU_224x224/rgb/S029C003P074R002A120_rgb.avi,/data/ntu/NTU_224x224/skeletons/S029C003P074R002A120.skeleton.npy,23
/data/ntu/NTU_224x224/rgb/S031C002P008R001A085_rgb.avi,/data/ntu/NTU_224x224/skeletons/S031C002P008R001A085.skeleton.npy,16
/data/ntu/NTU_224x224/rgb/S032C001P103R001A094_rgb.avi,/data/ntu/NTU_224x224/skeletons/S032C001P103R001A094.skeleton.npy,18
/data/ntu/NTU_224x224/rgb/S025C002P055R002A105_rgb.avi,/data/ntu/NTU_224x224/skeletons/S025C002P055R002A105.skeleton.npy,20
/data/ntu/NTU_224x224/rgb/S006C001P001R001A023_rgb.avi,/data/ntu/NTU_224x224/skeletons/S006C001P001R001A023.skeleton.npy,6
/data/ntu/NTU_224x224/rgb/S008C003P025R001A046_rgb.avi,/data/ntu/NTU_224x224/skeletons/S008C003P025R001A046.skeleton.npy,10
/data/ntu/NTU_224x224/rgb/S014C003P008R001A036_rgb.avi,/data/ntu/NTU_224x224/skeletons/S014C003P008R001A036.skeleton.npy,8
/data/ntu/NTU_224x224/rgb/S029C003P080R001A115_rgb.avi,/data/ntu/NTU_224x224/skeletons/S029C003P080R001A115.skeleton.npy,22
/data/ntu/NTU_224x224/rgb/S026C001P074R002A115_rgb.avi,/data/ntu/NTU_224x224/skeletons/S026C001P074R002A115.skeleton.npy,22
/data/ntu/NTU_224x224/rgb/S003C002P017R001A036_rgb.avi,/data/ntu/NTU_224x224/skeletons/S003C002P017R001A036.skeleton.npy,8
/data/ntu/NTU_224x224/rgb/S004C001P008R001A017_rgb.avi,/data/ntu/NTU_224x224/skeletons/S004C001P008R001A017.skeleton.npy,3
/data/ntu/NTU_224x224/rgb/S016C001P025R002A017_rgb.avi,/data/ntu/NTU_224x224/skeletons/S016C001P025R002A017.skeleton.npy,3
/data/ntu/NTU_224x224/rgb/S007C001P027R002A021_rgb.avi,/data/ntu/NTU_224x224/skeletons/S007C001P027R002A021.skeleton.npy,5
/data/ntu/NTU_224x224/rgb/S008C002P034R001A023_rgb.avi,/data/ntu/NTU_224x224/skeletons/S008C002P034R001A023.skeleton.npy,6
/data/ntu/NTU_224x224/rgb/S018C003P008R001A082_rgb.avi,/data/ntu/NTU_224x224/skeletons/S018C003P008R001A082.skeleton.npy,15
