/data/ntu/NTU_224x224/rgb/S003C001P001R001A044_rgb.avi,/data/ntu/NTU_224x224/skeletons/S003C001P001R001A044.skeleton.npy,3
/data/ntu/NTU_224x224/rgb/S008C001P008R001A050_rgb.avi,/data/ntu/NTU_224x224/skeletons/S008C001P008R001A050.skeleton.npy,4
/data/ntu/NTU_224x224/rgb/S018C002P008R002A096_rgb.avi,/data/ntu/NTU_224x224/skeletons/S018C002P008R002A096.skeleton.npy,7
/data/ntu/NTU_224x224/rgb/S013C003P015R002A038_rgb.avi,/data/ntu/NTU_224x224/skeletons/S013C003P015R002A038.skeleton.npy,2
/data/ntu/NTU_224x224/rgb/S013C002P027R002A038_rgb.avi,/data/ntu/NTU_224x224/skeletons/S013C002P027R002A038.skeleton.npy,2
/data/ntu/NTU_224x224/rgb/S027C002P008R001A089_rgb.avi,/data/ntu/NTU_224x224/skeletons/S027C002P008R001A089.skeleton.npy,6
/data/ntu/NTU_224x224/rgb/S025C001P059R002A096_rgb.avi,/data/ntu/NTU_224x224/skeletons/S025C001P059R002A096.skeleton.npy,7
/data/ntu/NTU_224x224/rgb/S015C002P015R002A044_rgb.avi,/data/ntu/NTU_224x224/skeletons/S015C002P015R002A044.skeleton.npy,3
/data/ntu/NTU_224x224/rgb/S013C002P017R001A005_rgb.avi,/data/ntu/NTU_224x224/skeletons/S013C002P017R001A005.skeleton.npy,0
/data/ntu/NTU_224x224/rgb/S015C002P017R002A005_rgb.avi,/data/ntu/NTU_224x224/skeletons/S015C002P017R002A005.skeleton.npy,0
/data/ntu/NTU_224x224/rgb/S007C003P015R002A014_rgb.avi,/data/ntu/NTU_224x224/skeletons/S007C003P015R002A014.skeleton.npy,1
/data/ntu/NTU_224x224/rgb/S003C002P015R001A038_rgb.avi,/data/ntu/NTU_224x224/skeletons/S003C002P015R001A038.skeleton.npy,2
/data/ntu/NTU_224x224/rgb/S008C001P034R001A038_rgb.avi,/data/ntu/NTU_224x224/skeletons/S008C001P034R001A038.skeleton.npy,2
/data/ntu/NTU_224x224/rgb/S012C001P008R001A005_rgb.avi,/data/ntu/NTU_224x224/skeletons/S012C001P008R001A005.skeleton.npy,0
/data/ntu/NTU_224x224/rgb/S021C002P058R001A107_rgb.avi,/data/ntu/NTU_224x224/skeletons/S021C002P058R001A107.skeleton.npy,9
/data/ntu/NTU_224x224/rgb/S030C001P093R002A089_rgb.avi,/data/ntu/NTU_224x224/skeletons/S030C001P093R002A089.skeleton.npy,6
/data/ntu/NTU_224x224/rgb/S007C002P015R001A038_rgb.avi,/data/ntu/NTU_224x224/skeletons/S007C002P015R001A038.skeleton.npy,2
/data/ntu/NTU_224x224/rgb/S010C002P008R002A050_rgb.avi,/data/ntu/NTU_224x224/skeletons/S010C002P008R002A050.skeleton.npy,4
/data/ntu/NTU_224x224/rgb/S015C003P015R001A038_rgb.avi,/data/ntu/NTU_224x224/skeletons/S015C003P015R001A038.skeleton.npy,2
/data/ntu/NTU_224x224/rgb/S016C002P019R002A050_rgb.avi,/data/ntu/NTU_224x224/skeletons/S016C002P019R002A050.skeleton.npy,4
/data/ntu/NTU_224x224/rgb/S010C003P018R001A005_rgb.avi,/data/ntu/NTU_224x224/skeletons/S010C003P018R001A005.skeleton.npy,0
/data/ntu/NTU_224x224/rgb/S012C003P008R002A014_rgb.avi,/data/ntu/NTU_224x224/skeletons/S012C003P008R002A014.skeleton.npy,1
/data/ntu/NTU_224x224/rgb/S009C002P016R001A044_rgb.avi,/data/ntu/NTU_224x224/skeletons/S009C002P016R001A044.skeleton.npy,3
/data/ntu/NTU_224x224/rgb/S023C001P057R001A107_rgb.avi,/data/ntu/NTU_224x224/skeletons/S023C001P057R001A107.skeleton.npy,9
/data/ntu/NTU_224x224/rgb/S011C001P017R002A050_rgb.avi,/data/ntu/NTU_224x224/skeletons/S011C001P017R002A050.skeleton.npy,4
/data/ntu/NTU_224x224/rgb/S008C003P008R001A044_rgb.avi,/data/ntu/NTU_224x224/skeletons/S008C003P008R001A044.skeleton.npy,3
/data/ntu/NTU_224x224/rgb/S027C003P078R002A100_rgb.avi,/data/ntu/NTU_224x224/skeletons/S027C003P078R002A100.skeleton.npy,8
/data/ntu/NTU_224x224/rgb/S013C001P017R001A044_rgb.avi,/data/ntu/NTU_224x224/skeletons/S013C001P017R001A044.skeleton.npy,3
/data/ntu/NTU_224x224/rgb/S030C001P093R001A100_rgb.avi,/data/ntu/NTU_224x224/skeletons/S030C001P093R001A100.skeleton.npy,8
/data/ntu/NTU_224x224/rgb/S030C001P085R001A107_rgb.avi,/data/ntu/NTU_224x224/skeletons/S030C001P085R001A107.skeleton.npy,9
/data/ntu/NTU_224x224/rgb/S019C002P008R002A107_rgb.avi,/data/ntu/NTU_224x224/skeletons/S019C002P008R002A107.skeleton.npy,9
/data/ntu/NTU_224x224/rgb/S010C001P019R001A014_rgb.avi,/data/ntu/NTU_224x224/skeletons/S010C001P019R001A014.skeleton.npy,1
/data/ntu/NTU_224x224/rgb/S009C003P025R002A050_rgb.avi,/data/ntu/NTU_224x224/skeletons/S009C003P025R002A050.skeleton.npy,4
/data/ntu/NTU_224x224/rgb/S010C001P008R002A044_rgb.avi,/data/ntu/NTU_224x224/skeletons/S010C001P008R002A044.skeleton.npy,3
/data/ntu/NTU_224x224/rgb/S017C001P008R002A050_rgb.avi,/data/ntu/NTU_224x224/skeletons/S017C001P008R002A050.skeleton.npy,4
/data/ntu/NTU_224x224/rgb/S023C001P057R001A096_rgb.avi,/data/ntu/NTU_224x224/skeletons/S023C001P057R001A096.skeleton.npy,7
/data/ntu/NTU_224x224/rgb/S011C001P016R001A050_rgb.avi,/data/ntu/NTU_224x224/skeletons/S011C001P016R001A050.skeleton.npy,4
/data/ntu/NTU_224x224/rgb/S010C003P015R001A005_rgb.avi,/data/ntu/NTU_224x224/skeletons/S010C003P015R001A005.skeleton.npy,0
/data/ntu/NTU_224x224/rgb/S008C003P034R001A005_rgb.avi,/data/ntu/NTU_224x224/skeletons/S008C003P034R001A005.skeleton.npy,0
/data/ntu/NTU_224x224/rgb/S031C003P100R002A066_rgb.avi,/data/ntu/NTU_224x224/skeletons/S031C003P100R002A066.skeleton.npy,5
/data/ntu/NTU_224x224/rgb/S029C001P074R001A089_rgb.avi,/data/ntu/NTU_224x224/skeletons/S029C001P074R001A089.skeleton.npy,6
/data/ntu/NTU_224x224/rgb/S021C003P059R001A100_rgb.avi,/data/ntu/NTU_224x224/skeletons/S021C003P059R001A100.skeleton.npy,8
