/data/ntu/NTU60_224x224/rgb/S008C002P031R002A011_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S008C002P031R002A011.skeleton.npy,0
/data/ntu/NTU60_224x224/rgb/S011C003P015R001A027_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S011C003P015R001A027.skeleton.npy,3
/data/ntu/NTU60_224x224/rgb/S011C003P016R002A020_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S011C003P016R002A020.skeleton.npy,2
/data/ntu/NTU60_224x224/rgb/S014C001P027R001A011_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S014C001P027R001A011.skeleton.npy,0
/data/ntu/NTU60_224x224/rgb/S008C002P008R001A027_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S008C002P008R001A027.skeleton.npy,3
/data/ntu/NTU60_224x224/rgb/S007C001P015R002A011_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S007C001P015R002A011.skeleton.npy,0
/data/ntu/NTU60_224x224/rgb/S003C001P001R001A057_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S003C001P001R001A057.skeleton.npy,4
/data/ntu/NTU60_224x224/rgb/S004C002P008R001A020_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S004C002P008R001A020.skeleton.npy,2
/data/ntu/NTU60_224x224/rgb/S001C001P005R002A027_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S001C001P005R002A027.skeleton.npy,3
/data/ntu/NTU60_224x224/rgb/S006C002P019R001A057_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S006C002P019R001A057.skeleton.npy,4
/data/ntu/NTU60_224x224/rgb/S016C003P019R001A012_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S016C003P019R001A012.skeleton.npy,1
/data/ntu/NTU60_224x224/rgb/S005C002P004R001A020_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S005C002P004R001A020.skeleton.npy,2
/data/ntu/NTU60_224x224/rgb/S004C001P008R001A027_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S004C001P008R001A027.skeleton.npy,3
/data/ntu/NTU60_224x224/rgb/S014C001P025R002A020_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S014C001P025R002A020.skeleton.npy,2
/data/ntu/NTU60_224x224/rgb/S002C001P009R002A057_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S002C001P009R002A057.skeleton.npy,4
/data/ntu/NTU60_224x224/rgb/S003C002P002R001A012_rgb.avi,/data/ntu/NTU60_224x224/skeletons/S003C002P002R001A012.skeleton.npy,1
